"","species","distance","intervals","avgduration","speed"
"63","agouti",0.44,1,2.22222222222222,0.198
"64","agouti",0.47,1,2.55555555555556,0.183913043478261
"65","agouti",0.67,1,2.44444444444444,0.27409090909091
"66","agouti",0.8,1,1.44444444444444,0.553846153846156
"67","agouti",0.65,1,1.55555555555556,0.417857142857142
"68","ocelot",0.66,1,2.44444444444444,0.27
"69","agouti",0.67,1,0.888888888888889,0.75375
"70","squirrel",1.2,1,1.33333333333333,0.900000000000002
"71","brocket",1.5,1,1.33333333333333,1.125
"72","peccary",0.46,1,2.11111111111111,0.217894736842105
"73","agouti",0.66,1,2.44444444444444,0.27
"74","paca",0.83,1,1.44444444444444,0.574615384615386
"75","agouti",0.34,1,2.33333333333333,0.145714285714286
"76","agouti",0.42,1,1.66666666666667,0.252
"77","agouti",0.56,1,2,0.28
"78","tamandua",0.66,1,0.555555555555556,1.188
"79","agouti",0.94,1,2.11111111111111,0.445263157894737
"80","rat",0.6,1,1.66666666666667,0.359999999999999
"81","mouse",0.45,1,0.444444444444444,1.0125
"82","brocket",1.2,1,0.555555555555556,2.16
"83","agouti",0.2,1,0.666666666666667,0.3
"84","paca",0.39,1,1.33333333333333,0.292500000000001
"85","agouti",0.47,1,1.22222222222222,0.384545454545455
"86","agouti",0.28,1,2,0.14
"87","squirrel",0.45,1,2.33333333333333,0.192857142857143
"88","agouti",0.3,1,1.44444444444444,0.207692307692308
"89","agouti",0.54,1,0.555555555555556,0.971999999999999
"90","agouti",0.35,1,2,0.175
"91","agouti",0.47,1,0.555555555555556,0.845999999999999
"92","armadillo",0.73,1,1.44444444444444,0.505384615384617
"93","agouti",0.92,1,0.666666666666667,1.38
"94","agouti",0.56,1,1.44444444444444,0.387692307692309
"95","agouti",0.93,1,2.66666666666667,0.34875
"96","agouti",0.35,1,0.777777777777778,0.45
"97","brocket",0.45,1,2,0.225
"98","coati",0.44,1,2.11111111111111,0.208421052631579
"99","agouti",0.69,1,2.88888888888889,0.238846153846154
"100","brocket",0.45,1,1.55555555555556,0.289285714285713
"101","agouti",0.37,1,0.555555555555556,0.665999999999999
"102","ocelot",0.53,1,1.22222222222222,0.433636363636364
"103","agouti",0.4,1,1.44444444444444,0.276923076923078
"104","agouti",0.45,1,2.33333333333333,0.192857142857143
"105","paca",0.3,1,1.66666666666667,0.18
"106","agouti",0.34,1,2.22222222222222,0.153
"107","agouti",1.6,1,2.44444444444444,0.654545454545456
"108","agouti",0.45,1,2.33333333333333,0.192857142857143
"109","rat",0.46,1,1.33333333333333,0.345000000000001
"110","squirrel",0.2,1,0.555555555555556,0.36
"111","rat",0.63,1,1.55555555555556,0.404999999999999
"112","agouti",0.33,1,2.77777777777778,0.1188
"113","agouti",0.71,1,1.22222222222222,0.580909090909092
"114","mouse",0.14,1,1.22222222222222,0.114545454545455
"115","agouti",0.43,1,2.44444444444444,0.175909090909091
"116","agouti",0.3,2,0.888888888888889,0.16875
"117","agouti",0.4,2,0.555555555555556,0.36
"118","agouti",0.4,2,0.888888888888889,0.225
"119","coati",0.5,2,0.555555555555556,0.45
"120","tamandua",0.6,2,1,0.3
"121","agouti",0.7,2,0.555555555555556,0.629999999999999
"122","agouti",0.7,2,1,0.35
"123","tamandua",0.7,2,0.888888888888889,0.39375
"124","peccary",0.7,2,0.666666666666667,0.525
"125","agouti",0.7,2,0.777777777777778,0.45
"126","coati",0.8,2,0.666666666666667,0.6
"127","agouti",0.8,2,0.888888888888889,0.45
"128","coati",0.9,2,0.555555555555556,0.809999999999999
"129","agouti",1,2,0.777777777777778,0.642857142857143
"130","ocelot",1,2,0.888888888888889,0.5625
"131","agouti",1.1,2,0.777777777777778,0.707142857142857
"132","coati",1.1,2,0.777777777777778,0.707142857142857
"133","coati",1.3,1,0.777777777777778,1.67142857142857
"134","agouti",1.4,2,1,0.7
"135","agouti",1.4,2,0.888888888888889,0.7875
"136","agouti",1.5,2,0.555555555555556,1.35
"137","agouti",2.6,2,0.888888888888889,1.4625
"138","rat",0.25,2,0.444444444444444,0.28125
"139","rat",0.25,1,0.555555555555556,0.45
"140","peccary",1.1,2,1.44444444444444,0.380769230769232
"141","squirrel",0.63,2,0.777777777777778,0.405
"142","agouti",1.88,2,1.55555555555556,0.604285714285713
"143","rat",0.21,1,0.555555555555556,0.378
"144","squirrel",0.43,2,0.777777777777778,0.276428571428571
"145","paca",0.45,2,1.44444444444444,0.155769230769231
"146","agouti",0.37,2,2.22222222222222,0.0832500000000001
"147","agouti",0.45,2,0.777777777777778,0.289285714285714
"148","rat",0.84,2,1.11111111111111,0.378
"149","rat",0.42,2,1.33333333333333,0.1575
"150","squirrel",0.6,2,0.666666666666667,0.45
"151","rat",0.43,2,1.44444444444444,0.148846153846154
"152","agouti",0.44,2,0.666666666666667,0.33
"153","coati",0.54,2,2.44444444444444,0.110454545454546
"154","agouti",0.62,2,0.888888888888889,0.34875
"155","peccary",0.81,2,0.666666666666667,0.6075
"156","paca",0.5,2,1.44444444444444,0.173076923076924
"157","mouse",0.62,2,1.66666666666667,0.186
"158","agouti",0.84,2,2,0.21
"159","agouti",0.35,2,0.555555555555556,0.315
"160","agouti",0.72,2,1.22222222222222,0.294545454545455
"161","brocket",0.6,2,0.555555555555556,0.539999999999999
"162","coati",1.55,2,1.44444444444444,0.536538461538463
"163","agouti",0.36,2,0.555555555555556,0.324
"164","paca",0.67,2,1.66666666666667,0.201
"165","agouti",1.34,2,0.444444444444444,1.5075
"166","peccary",1.5,2,2.33333333333333,0.321428571428572
"167","agouti",0.63,2,2.44444444444444,0.128863636363637
"168","agouti",0.47,2,0.555555555555556,0.423
"169","coati",0.88,2,2.22222222222222,0.198
"170","agouti",0.76,2,1.33333333333333,0.285000000000001
"171","coati",0.7,2,0.666666666666667,0.525
"172","peccary",1.5,2,2.22222222222222,0.3375
"173","rat",0.58,2,1.55555555555556,0.186428571428571
"174","agouti",0.66,2,2.33333333333333,0.141428571428572
"175","agouti",0.36,1,0.666666666666667,0.54
"176","squirrel",0.41,2,0.666666666666667,0.3075
"177","agouti",0.62,2,0.777777777777778,0.398571428571428
"178","agouti",0.89,2,2.33333333333333,0.190714285714286
"179","agouti",0.5,2,1.55555555555556,0.160714285714285
"180","brocket",1.21,2,1.66666666666667,0.362999999999999
"181","agouti",3.7,2,0.555555555555556,3.33
"182","rat",0.63,1,0.555555555555556,1.134
"183","agouti",1.2,2,2.44444444444444,0.245454545454546
"184","agouti",1.28,2,0.555555555555556,1.152
"185","peccary",1.3,2,0.666666666666667,0.975
"186","agouti",1.5,2,1.55555555555556,0.482142857142856
"187","paca",1.75,2,1.44444444444444,0.605769230769233
"188","agouti",0.25,2,0.777777777777778,0.160714285714286
"189","mouse",0.35,2,1.44444444444444,0.121153846153847
"190","agouti",0.45,2,2,0.1125
"191","ocelot",0.559,2,1.22222222222222,0.228681818181819
"192","peccary",0.56,2,2.44444444444444,0.114545454545455
"193","agouti",0.29,2,0.444444444444444,0.32625
"194","agouti",0.82,2,1.44444444444444,0.283846153846155
"195","agouti",1.7,2,2.55555555555556,0.332608695652173
"196","agouti",0.39,2,0.666666666666667,0.2925
"197","coati",0.53,2,2.22222222222222,0.11925
"198","agouti",0.57,2,0.777777777777778,0.366428571428571
"199","armadillo",0.63,2,1.55555555555556,0.202499999999999
"200","agouti",0.39,1,0.666666666666667,0.585
"201","agouti",0.3,2,0.777777777777778,0.192857142857143
"202","paca",0.37,2,1.22222222222222,0.151363636363637
"203","agouti",0.4,1,0.666666666666667,0.6
"204","coati",0.47,2,2.33333333333333,0.100714285714286
"205","agouti",0.48,2,1.88888888888889,0.127058823529412
"206","paca",0.5,2,1.55555555555556,0.160714285714285
"207","coati",0.5,1,0.777777777777778,0.642857142857143
"208","agouti",0.55,2,0.666666666666667,0.4125
"209","agouti",0.55,2,2.44444444444444,0.1125
"210","paca",0.55,1,0.555555555555556,0.989999999999999
"211","paca",0.55,2,1.33333333333333,0.206250000000001
"212","agouti",0.57,2,0.555555555555556,0.513
"213","agouti",0.58,2,1.22222222222222,0.237272727272728
"214","agouti",0.66,2,0.444444444444444,0.742500000000001
"215","ocelot",0.68,2,1.77777777777778,0.19125
"216","peccary",0.8,2,1.66666666666667,0.24
"217","armadillo",0.85,2,1.66666666666667,0.254999999999999
"218","ocelot",1.1,2,1.44444444444444,0.380769230769232
"219","agouti",1.1,2,2.33333333333333,0.235714285714286
"220","agouti",1.15,2,1.66666666666667,0.344999999999999
"221","agouti",1.35,2,0.777777777777778,0.867857142857143
"222","armadillo",2.15,2,1.66666666666667,0.644999999999999
"223","agouti",0.47,2,1.33333333333333,0.17625
"224","coati",0.58,2,1.44444444444444,0.200769230769231
"225","agouti",0.61,2,0.777777777777778,0.392142857142857
"226","agouti",0.66,2,1.33333333333333,0.247500000000001
"227","paca",0.3,2,1.66666666666667,0.0899999999999998
"228","agouti",0.41,2,1.33333333333333,0.15375
"229","agouti",0.45,2,0.666666666666667,0.3375
"230","paca",0.78,2,1.33333333333333,0.292500000000001
"231","peccary",1.6,1,0.555555555555556,2.88
"232","paca",0.36,2,1.88888888888889,0.0952941176470588
"233","paca",0.37,2,1.33333333333333,0.13875
"234","squirrel",0.55,2,1.33333333333333,0.206250000000001
"235","agouti",0.56,2,1.88888888888889,0.148235294117647
"236","agouti",0.72,2,2.33333333333333,0.154285714285714
"237","agouti",0.78,2,1.44444444444444,0.270000000000001
"238","coati",0.97,2,0.777777777777778,0.623571428571428
"239","agouti",1.5,2,2.33333333333333,0.321428571428572
"240","agouti",0.45,2,2,0.1125
"241","agouti",0.45,2,2.22222222222222,0.10125
"242","agouti",0.46,1,0.777777777777778,0.591428571428571
"243","coati",0.48,2,1.44444444444444,0.166153846153847
"244","agouti",0.52,2,2.44444444444444,0.106363636363637
"245","paca",0.58,2,1.44444444444444,0.200769230769231
"246","agouti",0.71,2,2.22222222222222,0.15975
"247","agouti",0.38,2,2.22222222222222,0.0855000000000001
"248","paca",0.45,2,1.44444444444444,0.155769230769231
"249","agouti",0.48,2,0.666666666666667,0.36
"250","agouti",0.61,2,0.555555555555556,0.548999999999999
"251","agouti",0.81,2,2,0.2025
"252","agouti",2.15,2,2,0.5375
"253","squirrel",0.53,2,1.22222222222222,0.216818181818182
"254","armadillo",0.28,2,1.22222222222222,0.114545454545455
"255","tamandua",0.68,1,0.555555555555556,1.224
"256","agouti",0.97,2,2.66666666666667,0.181875
"257","agouti",0.7,2,0.777777777777778,0.45
"258","paca",0.43,2,0.555555555555556,0.387
"259","agouti",0.53,2,0.777777777777778,0.340714285714286
"260","agouti",0.82,2,0.444444444444444,0.922500000000001
"261","rat",0.44,2,0.444444444444444,0.495000000000001
"262","agouti",0.68,2,0.777777777777778,0.437142857142857
"263","agouti",1.21,2,2,0.3025
"264","mouse",0.62,2,1.33333333333333,0.232500000000001
"265","agouti",0.68,2,0.666666666666667,0.51
"266","rat",0.72,2,1.66666666666667,0.216
"267","armadillo",1.5,1,0.444444444444444,3.375
"268","agouti",1.8,2,1.55555555555556,0.578571428571427
"269","agouti",0.71,2,2,0.1775
"270","agouti",0.53,2,0.555555555555556,0.477
"271","agouti",0.54,2,1.66666666666667,0.162
"272","paca",0.75,2,1.66666666666667,0.225
"273","agouti",0.93,2,0.666666666666667,0.6975
"274","agouti",0.33,2,1.33333333333333,0.12375
"275","agouti",0.34,1,0.555555555555556,0.612
"276","squirrel",0.37,2,2.22222222222222,0.0832500000000001
"277","agouti",2.35,2,2.44444444444444,0.480681818181819
"278","agouti",0.2,2,1.55555555555556,0.0642857142857141
"279","peccary",1.48,2,2.22222222222222,0.333
"280","agouti",0.4,2,0.777777777777778,0.257142857142857
"281","peccary",1.24,2,1.55555555555556,0.398571428571427
"282","opossum",0.71,2,1.33333333333333,0.266250000000001
"283","agouti",0.21,2,0.666666666666667,0.1575
"284","agouti",0.38,2,0.555555555555556,0.342
"285","paca",1.23,2,1.44444444444444,0.425769230769232
"286","squirrel",0.3,1,0.555555555555556,0.539999999999999
"287","agouti",0.71,2,0.555555555555556,0.638999999999999
"288","peccary",0.55,2,1.55555555555556,0.176785714285714
"289","rat",0.95,2,1.66666666666667,0.284999999999999
"290","armadillo",0.37,2,1.44444444444444,0.128076923076923
"291","agouti",0.66,2,2,0.165
"292","peccary",0.16,2,0.444444444444444,0.18
"293","coati",0.52,2,0.555555555555556,0.468
"294","agouti",0.97,2,2.66666666666667,0.181875
"295","brocket",0.61,1,0.666666666666667,0.915
"296","paca",2.5,2,0.555555555555556,2.25
"297","agouti",0.85,2,1.44444444444444,0.29423076923077
"298","paca",0.47,2,1.77777777777778,0.1321875
"299","armadillo",0.3,3,0.555555555555556,0.18
"300","coati",0.4,2,0.666666666666667,0.3
"301","squirrel",0.4,3,0.888888888888889,0.15
"302","agouti",0.6,3,0.777777777777778,0.257142857142857
"303","agouti",0.7,3,0.555555555555556,0.42
"304","paca",0.7,3,0.555555555555556,0.42
"305","agouti",0.8,2,0.777777777777778,0.514285714285714
"306","squirrel",1.3,3,0.888888888888889,0.4875
"307","opossum",1.3,3,0.666666666666667,0.65
"308","coati",1.7,3,0.888888888888889,0.6375
"309","peccary",1.7,3,0.555555555555556,1.02
"310","coati",1.8,3,0.777777777777778,0.771428571428571
"311","ocelot",1.8,3,0.888888888888889,0.675
"312","paca",1.9,3,0.666666666666667,0.95
"313","peccary",2,3,0.777777777777778,0.857142857142857
"314","peccary",2.3,3,0.555555555555556,1.38
"315","squirrel",3.5,3,0.777777777777778,1.5
"316","peccary",0.88,3,1.55555555555556,0.188571428571428
"317","agouti",1.35,3,1.55555555555556,0.289285714285713
"318","brocket",0.7,3,2.22222222222222,0.105
"319","agouti",0.9,3,0.888888888888889,0.3375
"320","squirrel",2.15,3,0.555555555555556,1.29
"321","rat",0.63,3,1.44444444444444,0.145384615384616
"322","agouti",1.33,3,1.66666666666667,0.265999999999999
"323","paca",1.05,3,0.444444444444444,0.787500000000001
"324","agouti",0.3,2,0.444444444444444,0.3375
"325","squirrel",0.54,3,0.555555555555556,0.324
"326","agouti",1.1,3,1.44444444444444,0.253846153846155
"327","squirrel",0.42,3,0.444444444444444,0.315
"328","agouti",0.55,2,0.555555555555556,0.495
"329","agouti",0.75,3,2.22222222222222,0.1125
"330","agouti",1.8,3,2.66666666666667,0.225
"331","agouti",0.4,2,0.444444444444444,0.450000000000001
"332","peccary",0.62,3,1.44444444444444,0.143076923076924
"333","paca",0.44,3,0.444444444444444,0.33
"334","agouti",0.41,3,0.444444444444444,0.3075
"335","agouti",0.57,2,0.444444444444444,0.641250000000001
"336","paca",0.84,3,0.666666666666667,0.42
"337","rat",1.24,3,1,0.413333333333333
"338","paca",1,2,0.555555555555556,0.899999999999999
"339","agouti",1.16,3,0.777777777777778,0.497142857142857
"340","agouti",0.68,3,1.33333333333333,0.17
"341","mouse",0.53,3,0.444444444444444,0.3975
"342","agouti",0.65,3,2.22222222222222,0.0975000000000001
"343","agouti",1.3,3,0.777777777777778,0.557142857142857
"344","agouti",1.36,3,1.44444444444444,0.313846153846155
"345","armadillo",0.6,2,0.555555555555556,0.539999999999999
"346","paca",0.95,3,0.444444444444444,0.712500000000001
"347","agouti",0.68,2,0.444444444444444,0.765000000000001
"348","agouti",2.66,3,2.44444444444444,0.362727272727273
"349","brocket",3.5,3,2.33333333333333,0.500000000000001
"350","agouti",0.1,3,0.777777777777778,0.0428571428571429
"351","agouti",0.66,2,0.666666666666667,0.495
"352","peccary",1,2,0.555555555555556,0.899999999999999
"353","agouti",0.68,3,1.55555555555556,0.145714285714285
"354","ocelot",0.56,3,1.22222222222222,0.152727272727273
"355","mouse",0.58,3,1.55555555555556,0.124285714285714
"356","agouti",0.88,2,0.777777777777778,0.565714285714286
"357","brocket",0.9,3,0.666666666666667,0.45
"358","agouti",0.43,3,1.22222222222222,0.117272727272727
"359","agouti",0.52,3,2.11111111111111,0.0821052631578948
"360","agouti",1.38,3,2.11111111111111,0.217894736842105
"361","brocket",0.63,2,0.444444444444444,0.708750000000001
"362","mouse",0.38,2,0.444444444444444,0.4275
"363","ocelot",0.4,2,0.444444444444444,0.450000000000001
"364","coati",0.43,2,0.555555555555556,0.387
"365","agouti",0.48,3,2,0.08
"366","peccary",0.48,3,1.66666666666667,0.0959999999999998
"367","agouti",0.61,3,1.55555555555556,0.130714285714285
"368","agouti",0.61,3,0.555555555555556,0.366
"369","coati",0.73,3,1.55555555555556,0.156428571428571
"370","agouti",0.98,3,2.22222222222222,0.147
"371","agouti",1,3,0.777777777777778,0.428571428571428
"372","agouti",1,3,0.888888888888889,0.375
"373","ocelot",1.11,3,0.555555555555556,0.665999999999999
"374","coati",1.3,3,0.777777777777778,0.557142857142857
"375","agouti",1.7,3,0.777777777777778,0.728571428571428
"376","brocket",1.8,3,2.22222222222222,0.27
"377","brocket",2.9,3,1.55555555555556,0.62142857142857
"378","squirrel",0.41,2,0.777777777777778,0.263571428571428
"379","tamandua",0.42,3,0.666666666666667,0.21
"380","agouti",0.43,3,2.11111111111111,0.0678947368421053
"381","ocelot",0.54,3,1.22222222222222,0.147272727272728
"382","mouse",0.67,3,1.66666666666667,0.134
"383","agouti",0.74,3,1.22222222222222,0.201818181818182
"384","agouti",0.8,3,1.77777777777778,0.15
"385","agouti",1.05,3,1.44444444444444,0.242307692307693
"386","rat",0.42,2,0.666666666666667,0.315
"387","mouse",0.55,3,1.22222222222222,0.15
"388","squirrel",1.2,3,0.777777777777778,0.514285714285714
"389","agouti",0.48,3,0.555555555555556,0.288
"390","agouti",0.7,3,2.55555555555556,0.0913043478260868
"391","agouti",1.24,3,1.77777777777778,0.2325
"392","agouti",0.57,3,0.555555555555556,0.342
"393","coati",0.8,2,0.666666666666667,0.6
"394","peccary",0.4,3,0.666666666666667,0.2
"395","mouse",0.52,3,1.66666666666667,0.104
"396","squirrel",0.61,3,2.22222222222222,0.0915000000000001
"397","agouti",1.23,3,2.44444444444444,0.167727272727273
"398","agouti",1.3,3,2.55555555555556,0.169565217391304
"399","agouti",1.48,3,2.11111111111111,0.233684210526316
"400","tamandua",0.61,3,2.55555555555556,0.0795652173913042
"401","agouti",0.61,3,0.555555555555556,0.366
"402","brocket",1.18,3,1.22222222222222,0.321818181818182
"403","brocket",1.32,3,1.55555555555556,0.282857142857142
"404","agouti",0.37,2,0.555555555555556,0.333
"405","agouti",1.32,3,2.44444444444444,0.18
"406","ocelot",0.63,3,0.666666666666667,0.315
"407","paca",0.67,3,1.44444444444444,0.154615384615385
"408","paca",0.76,3,1.77777777777778,0.1425
"409","squirrel",0.65,3,2.44444444444444,0.0886363636363638
"410","paca",0.7,3,1.33333333333333,0.175
"411","agouti",1.12,3,1.44444444444444,0.258461538461539
"412","agouti",0.91,3,2.55555555555556,0.118695652173913
"413","tamandua",1.25,3,2.44444444444444,0.170454545454546
"414","agouti",0.62,3,0.555555555555556,0.372
"415","agouti",0.8,3,2.66666666666667,0.0999999999999999
"416","rat",1.41,2,0.555555555555556,1.269
"417","agouti",0.45,3,1.33333333333333,0.1125
"418","coati",1.12,3,2.22222222222222,0.168
"419","brocket",1.71,2,0.777777777777778,1.09928571428571
"420","armadillo",0.45,3,1.55555555555556,0.0964285714285712
"421","rat",1.35,3,1.66666666666667,0.269999999999999
"422","agouti",1.56,3,1.55555555555556,0.334285714285713
"423","agouti",0.23,2,0.666666666666667,0.1725
"424","agouti",0.62,3,0.444444444444444,0.465
"425","armadillo",0.53,3,1.33333333333333,0.1325
"426","agouti",0.42,3,2.44444444444444,0.0572727272727274
"427","agouti",0.58,3,0.777777777777778,0.248571428571428
"428","agouti",1.84,3,2.33333333333333,0.262857142857143
"429","agouti",0.31,3,0.666666666666667,0.155
"430","agouti",0.53,3,2,0.0883333333333333
"431","rat",0.35,3,0.555555555555556,0.21
"432","rat",0.4,4,0.555555555555556,0.18
"433","rat",0.6,4,0.555555555555556,0.27
"434","agouti",0.6,3,0.777777777777778,0.257142857142857
"435","agouti",0.7,4,0.888888888888889,0.196875
"436","agouti",0.7,4,0.777777777777778,0.225
"437","agouti",0.7,4,0.555555555555556,0.315
"438","paca",0.8,4,0.555555555555556,0.36
"439","rat",0.8,3,0.555555555555556,0.48
"440","agouti",0.9,4,0.888888888888889,0.253125
"441","peccary",0.9,4,0.555555555555556,0.405
"442","paca",0.9,3,0.555555555555556,0.54
"443","paca",0.9,4,0.666666666666667,0.3375
"444","paca",0.9,4,0.555555555555556,0.405
"445","peccary",1,4,0.555555555555556,0.45
"446","coati",1.2,4,0.888888888888889,0.3375
"447","peccary",1.3,3,0.555555555555556,0.779999999999999
"448","brocket",1.4,4,0.777777777777778,0.45
"449","agouti",1.5,4,0.777777777777778,0.482142857142857
"450","agouti",1.6,3,0.555555555555556,0.959999999999999
"451","peccary",1.6,3,0.777777777777778,0.685714285714286
"452","peccary",1.6,4,0.888888888888889,0.45
"453","peccary",1.7,3,0.777777777777778,0.728571428571428
"454","brocket",1.7,4,0.888888888888889,0.478125
"455","agouti",1.7,4,0.777777777777778,0.546428571428571
"456","peccary",1.8,3,0.888888888888889,0.675
"457","coati",1.8,4,0.777777777777778,0.578571428571428
"458","ocelot",1.8,4,0.777777777777778,0.578571428571428
"459","peccary",2.4,3,0.888888888888889,0.9
"460","brocket",2.4,4,0.555555555555556,1.08
"461","peccary",3.4,3,0.555555555555556,2.04
"462","peccary",0.87,3,0.444444444444444,0.652500000000001
"463","peccary",1.61,4,2.44444444444444,0.164659090909091
"464","agouti",2.03,4,2.22222222222222,0.228375
"465","peccary",4.5,4,2.22222222222222,0.506250000000001
"466","peccary",4.5,4,2.22222222222222,0.506250000000001
"467","agouti",0.86,4,2.55555555555556,0.0841304347826086
"468","paca",0.87,4,1.66666666666667,0.1305
"469","peccary",2.2,4,1.55555555555556,0.353571428571428
"470","agouti",1.26,4,2.33333333333333,0.135
"471","agouti",0.67,4,2.11111111111111,0.0793421052631579
"472","tamandua",0.45,2,0.555555555555556,0.405
"473","peccary",0.55,4,0.777777777777778,0.176785714285714
"474","brocket",0.44,4,1.66666666666667,0.0659999999999999
"475","agouti",0.49,3,0.555555555555556,0.294
"476","peccary",1.12,4,0.555555555555556,0.504
"477","paca",1.36,4,1.44444444444444,0.235384615384616
"478","agouti",0.45,4,1.44444444444444,0.0778846153846156
"479","paca",0.78,4,1.55555555555556,0.125357142857143
"480","agouti",1.46,4,2,0.1825
"481","coati",0.47,4,0.555555555555556,0.2115
"482","ocelot",1.16,3,0.555555555555556,0.695999999999999
"483","agouti",0.52,4,0.555555555555556,0.234
"484","agouti",2.8,4,0.555555555555556,1.26
"485","mouse",0.63,4,0.555555555555556,0.2835
"486","paca",0.46,3,0.555555555555556,0.276
"487","rat",0.85,4,0.444444444444444,0.478125
"488","ocelot",1.6,4,0.777777777777778,0.514285714285714
"489","agouti",0.74,4,0.666666666666667,0.2775
"490","agouti",0.72,4,2.33333333333333,0.0771428571428572
"491","agouti",0.4,4,2.33333333333333,0.0428571428571429
"492","agouti",0.25,4,1.44444444444444,0.0432692307692309
"493","coati",1.7,4,0.888888888888889,0.478125
"494","agouti",0.81,4,0.555555555555556,0.3645
"495","agouti",1.21,3,0.555555555555556,0.725999999999999
"496","ocelot",1.73,4,0.666666666666667,0.64875
"497","coati",1.8,4,0.777777777777778,0.578571428571428
"498","rat",0.35,3,0.555555555555556,0.21
"499","coati",0.44,4,2.44444444444444,0.0450000000000001
"500","mouse",0.25,3,0.444444444444444,0.1875
"501","tamandua",0.7,4,0.888888888888889,0.196875
"502","agouti",0.88,4,2.22222222222222,0.0990000000000001
"503","ocelot",0.57,3,0.555555555555556,0.342
"504","agouti",1,4,0.777777777777778,0.321428571428571
"505","rat",0.42,4,1.22222222222222,0.0859090909090911
"506","agouti",0.54,4,1.55555555555556,0.086785714285714
"507","agouti",1.43,4,0.777777777777778,0.459642857142857
"508","agouti",1.8,4,0.888888888888889,0.50625
"509","squirrel",0.34,4,0.555555555555556,0.153
"510","agouti",0.7,4,0.777777777777778,0.225
"511","agouti",0.43,4,1.88888888888889,0.0569117647058823
"512","agouti",0.49,3,0.666666666666667,0.245
"513","agouti",0.59,4,0.777777777777778,0.189642857142857
"514","agouti",0.84,3,0.777777777777778,0.36
"515","mouse",0.46,4,1.55555555555556,0.0739285714285712
"516","squirrel",0.58,4,1.44444444444444,0.100384615384616
"517","agouti",0.73,4,0.777777777777778,0.234642857142857
