"","species","speed"
"1019","agouti",0.2225
"1020","agouti",0.619999999999999
"1021","agouti",0.15
"1022","agouti",0.10875
"1023","agouti",0.082857142857143
"1024","agouti",0.0879999999999999
"1025","rat",0.29
"1026","squirrel",0.0592857142857141
"1027","agouti",0.649999999999999
"1028","agouti",0.0276190476190477
"1029","agouti",0.118333333333333
"1030","rat",0.152
"1031","agouti",0.3125
"1032","agouti",0.228333333333333
"1033","agouti",0.16
"1034","agouti",0.0790909090909092
"1035","agouti",0.123333333333333
"1036","coati",0.035
"1037","agouti",0.0766666666666666
"1038","mouse",0.060909090909091
"1039","agouti",0.0949999999999997
"1040","agouti",0.12
"1041","agouti",0.0283333333333333
"1042","agouti",0.052142857142857
"1043","coati",0.136315789473684
"1044","agouti",0.206666666666667
"1045","rat",0.0900000000000001
"1046","coati",0.0675
"1047","agouti",0.16875
"1048","agouti",0.218571428571428
"1049","agouti",0.0475714285714284
"1050","agouti",0.07875
"1051","agouti",0.16125
"1052","agouti",0.2808
"1053","agouti",0.126
